Realization1,Realization2,Realization3,Realization4,Realization5,Realization6,Realization7,Realization8,Realization9,Realization10
1918.2,1634.9,1598.9,2240.1,2677.7,1517.7,2155,1615.6,2191.2,1929.9
1908.2,1889.4,1598.9,2259.5,2849.9,1523.7,2155,1615.6,2247,1957.1
1918.2,1889.4,1574.8,2259.5,2849.9,1583.1,2181.9,1591.2,2357.5,1957.1
1918.2,1942.3,1574.8,2259.5,2995.2,1660.4,2074.1,1591.2,2499.6,1957.1
1938.2,1995.2,1648.2,2249.8,3025.1,1786.2,1994.3,1665.4,2641.6,2036.5
1928.2,2048.1,1648.2,2240.1,3055,2146.8,1994.3,1665.4,2641.6,2090.8
1918.2,2075.1,1648.2,2240.1,3143.6,2236.9,2209.8,1665.4,2641.6,2199.4
1898.3,1889.4,1773,2230.4,3232.1,2080.4,2374.4,1791.5,2528,2312.1
1908.2,1810.6,1825.3,2240.1,3173.4,2031.9,2430.3,1844.3,2357.5,2449.8
1888.3,1683.8,1851.5,2230.4,3203.3,2038.8,2541.1,1870.8,2191.2,2591.6
1868.3,1634.9,1851.5,2230.4,3113.7,2100.2,2683.7,1870.8,1974.1,2561.5
1848.3,2102,1958.1,2211,2995.2,2125,2827.4,1978.5,1787.4,2478
1858.3,2657,2228.8,2211,3055,2086.4,2914.2,2252,1661.6,2449.8
1968.2,2657,2228.8,2259.5,3055,2004.1,2914.2,2252,1512.5,2449.8
1978.2,2431.4,2313.3,2249.8,3055,1938.8,2914.2,2337.4,1388.8,2421.7
1998.2,2487.3,2338.5,2259.5,3203.3,1965.5,2856.3,2362.9,1313.7,2393.5
1928.2,2542.2,2338.5,2298.3,3568.6,1993.2,2827.4,2362.9,1239.6,2337.2
1908.2,2572.1,2338.5,2356.5,3537.7,2006.1,2740.6,2362.9,1215.3,2281.9
1948.2,2857.6,2338.5,2414.7,3113.7,1984.3,2711.7,2362.9,1140.2,2199.4
2008.2,2857.6,2451.2,2405,2849.9,1949.6,2683.7,2476.7,1066.2,2146.1
1998.2,2915.5,2593.1,2405,2849.9,1942.7,2683.7,2620.1,1066.2,2118
1998.2,3152,2593.1,2424.4,2763.3,1938.8,2655.8,2620.1,1115.9,2063.7
2018.1,3796.8,2735,2453.5,2565.2,1940.7,2597.9,2763.4,1165.6,2010.4
2078.1,4408.7,2880.9,2424.4,2535.3,1869.4,2571,2910.9,1189.9,2010.4
1626.6,2267.2,2167.6,3279.9,1778.5,1616.1,1403.3,4213.9,1874.7,2303.3
1626.6,2294.9,2139.8,3218.4,1804.3,1756.8,1284.5,4663.8,1770.7,2245.8
1616.6,2407.4,2112,3160,1837,1733.7,1165.8,4788.2,1695.4,2131.7
1596.6,2436.1,2084.2,3100.5,1845.9,1733.7,1740,4213.9,1622.1,2303.3
1576.7,2353.2,2057.4,3070.8,1844.9,1592.9,1740,3774.3,1646.9,2303.3
1596.6,2353.2,2057.4,3042,2087,1592.9,1765.3,3617,1721.2,2332.1
1676.5,2267.2,2002.9,3100.5,2312.1,1828.1,2023.1,3500.1,1721.2,2419.6
1696.4,2267.2,1948.3,3070.8,2578,1828.1,2023.1,3578,2220.3,3208.7
1716.4,2267.2,1893.8,3012.3,2749.6,1828.1,2645,3695.5,2139.1,3528.6
1716.4,2322.5,1948.3,2982.5,2874.5,2021.4,2729.6,3734.8,1979.7,4194
1736.4,2294.9,2029.6,3070.8,2993.6,2021.4,2729.6,3813.8,1927.2,4399.8
1736.4,2322.5,1975.1,3012.3,3351.6,2070.4,2729.6,4173.5,2032.1,4694.1
1776.3,2267.2,2250.9,2953.8,3962.6,2120.3,2757.8,4173.5,2165.8,5252.9
1786.2,2841.4,2307.5,3042,4800.8,2245,3399.1,4499.1,2276.7,5696.5
1786.2,3141.3,2335.3,3130.2,5298.7,2371.5,3518.8,5039,2467.9,6231.8
1776.3,3141.3,2366.2,3218.4,5404.9,2371.5,3220.1,5039,2552.1,6078.2
1746.3,2900.8,2391.9,3249.2,5587.4,2295.8,3189.9,4955.1,2412.4,6002.5
1766.3,3019.5,2507.2,3279.9,6077.4,2269.1,3189.9,4997,2357,6540
1766.3,3019.5,2739.8,3522.7,6949.3,2269.1,3159.7,5292.6,2329.2,7510.4
1786.2,3019.5,3188.6,3718,7736.8,2195.1,3369,5377.7,2357,7933.7
1766.3,3387,3405.7,3718,8190.1,2245,3429.3,5938,2384.7,8530.9
1856.1,3637.8,3499.4,3834,8323,2195.1,3338.8,5764.3,2276.7,7764.2
1876.1,3926.4,3721.7,3993.6,8552.2,2257.5,3220.1,6643.6,2139.1,6943.1
1926,3764.7,4015,4025.3,8908.3,2319.9,3189.9,8243.8,2113.3,6385.4
2115.6,3637.8,3981.1,4217.6,9035.2,2319.9,3131.5,8667.1,2005.4,5696.5
2205.4,3796.4,4146.8,4882.7,8982.7,2269.1,3043.9,10159,1952.9,5434.2
2345.1,4025.7,4445.3,5223.7,9071.9,2319.9,3131.5,11902,1900.4,5252.9
2494.8,4521.1,4581.1,5188,9258.4,2371.5,3159.7,11048,1900.4,5181.4
2444.9,4799.5,5280,5051.2,9070.9,2371.5,3043.9,10355,2113.3,5108.9
2514.7,4903.9,5977.8,5223.7,8610.7,2473.1,3102.3,9963.3,2357,4605.6
2484.8,5111.7,6163,5259.3,7771.6,2473.1,3159.7,10355,2578.8,4891.4
2358.2,4467.9,7383.9,3614,6534.5,8116,6637.2,4476.1,4834.4,3324.5
2313.8,4633.4,7475.1,3734.5,7245.4,7163.9,7086.3,4476.1,5013.6,3377.3
2313.8,4798.1,7475.1,4065.2,7892.5,6692.6,7127.5,4810.3,5191.7,3493.8
2291.6,4467.9,7383.9,4444.6,9045.4,6494.7,6881.4,5603.7,4834.4,3609.4
2291.6,4467.9,7292.9,4444.6,9967,6334.4,6556.3,6327.2,4834.4,3498.8
2291.6,4534.1,7247.6,4476.3,11601,6409.8,6354.8,6624.1,4906.1,3308.5
2469.9,4467.9,7292.9,4666,15228,6409.8,6354.8,7001.6,4834.4,3802.7
2697.7,4401.6,7520.7,4923.9,19581,7597.6,6314.7,7805.8,4762.8,3821.6
3147.4,4302.3,7566.5,5023.9,21533,8945.5,5995.7,8973.7,4655.3,4684.3
3147.4,4302.3,7429.4,5493.8,21267,9614.8,5602,9750.4,4655.3,5564
3147.4,4144.5,7202.2,5594.7,20735,9991.8,5368.7,10503,4484.5,5606.8
3171.1,4144.5,6976.6,5801.2,20934,10369,5137.5,10726,4484.5,6595.1
3924.9,4302.3,6752.5,5765.7,24123,10463,4984.6,10726,4655.3,7949
3898.2,5133.1,6530,5661.1,25098,10369,4908.5,10999,5554.3,10285
4030.7,6120.8,6309.2,5561.1,26989,10369,4757.1,10907,6623,11996
4163.8,6937,6177.5,5836.7,28838,10180,4644.3,11507,7506.2,13041
4216.3,7323.7,6177.5,5906.8,27724,9991.8,4794.9,11978,7924.6,14420
4216.3,7633.4,6265.2,6877.6,24820,9709,5214.3,12942,8259.7,15034
4242.9,7633.4,6177.5,8690.1,22867,9426.2,5563,14581,8259.7,14969
4620.9,8440.9,6133.7,9596.4,22465,9200,6035.3,13758,9133.5,14908
4900.5,8440.9,6309.2,9390.9,21733,9284.8,6234.6,13347,9133.5,14882
5012.2,8319.2,6485.7,9266.6,20735,9332,6395,13758,9001.7,14684
4984.1,8197.4,6530,9020,19263,9614.8,6234.6,16129,8870,14578
4816.2,7733.8,6485.7,8653.7,18268,9614.8,5995.7,18180,8368.3,14400
4704.5,7517.5,6842,8690.1,18880,9614.8,5602,18985,8134.3,14177
4620.9,7914,7021.6,10064,23286,9897.6,5524,21118,8563.3,14117
4376.1,9789.9,7157,10891,24820,10746,5641.1,22594,10593,15217
3977.4,10853,7202.2,11658,23495,11500,6154.7,22213,11743,14910
3769.5,12058,7383.9,14493,23147,11877,6596.7,21419,13048,14954
3569.1,13274,7658.1,16896,22266,12066,7333.9,20696,14363,10756
17472,11562,12291,8424.1,7931.2,31254,8892,16776,24377,15357
15874,13730,12390,8596.9,8448.6,29472,8602.1,21291,25177,12621
13899,15072,13570,8683.3,9203.7,27008,8354,30342,25092,10670
12626,17033,17798,8856.1,10260,25653,8229.9,33514,25492,9231.9
11888,19304,19863,9158.5,11882,25653,8065.1,32533,29101,8147.3
11655,21369,19273,9504.1,12905,26326,8313.3,29984,31033,7784.2
10844,23433,19961,9860.5,12611,25786,8850.3,31056,30675,7738.5
10251,25498,21731,11556,13198,31622,10108,31056,29602,7738.5
9575.4,25498,21829,13608,13823,30184,13683,29984,28744,8011.4
9353.1,26117,20748,14040,14502,25835,16451,32161,30747,8057.1
9353.1,25395,20354,14688,15129,20568,20533,33666,32211,7692.8
9397,24362,20944,15336,15756,20065,24285,35042,29959,7511.2
9800.8,23124,23501,15876,18356,19958,26600,37588,26848,7511.2
10705,22504,25074,18684,21151,19665,26668,37424,24377,7692.8
12376,21988,24976,18144,22378,19373,26261,35586,22247,7784.2
14433,21472,24091,17928,23472,19081,26803,31639,20707,8101.6
17073,20749,23403,17928,27313,19958,27277,28199,19211,8611.4
17472,21678,23206,18144,28582,21363,27486,25586,17759,10119
17871,24879,23009,18576,25952,23696,27909,23821,17477,12675
17757,26427,21928,18792,24309,24664,28120,23497,17140,14245
18270,29524,20944,17496,23601,24664,27415,23172,15674,14188
18270,31176,20158,16632,23085,24212,26397,21906,14514,13741
18327,32105,19076,15768,21824,24341,25193,21475,14514,13845
18270,31485,18093,15768,22634,23696,24221,20183,17759,15475
18443,29730,17110,15552,33067,22283,23453,19182,18329,17394
18327,27769,16520,15336,38962,21180,22941,19123,18096,18149
17700,26840,16520,18036,43171,22159,22492,20676,18917,17645
17415,25808,16126,20412,45050,26803,22238,22213,22247,17394
14966,24879,16323,22140,46457,30397,22057,23561,28242,17141
15394,24362,16126,25812,49697,35400,21565,26123,34328,16890
16300,23124,16028,32940,54317,39825,19807,25252,35251,16512
19171,56938,39271,22279,41809,36480,27154,19630,18905,43954
23118,56059,36772,24542,41908,36319,28629,19394,18321,42077
26028,51509,35471,24868,43592,34610,30544,20044,17750,38539
26700,45863,34827,25213,42700,33777,32813,20963,17358,34934
26969,41728,35041,26268,41610,34381,36905,21522,17358,32275
27661,37703,34970,25528,39827,44202,42029,21645,17358,30665
30527,36088,34186,24607,37449,49972,44241,21832,17582,29732
31687,32776,36410,25864,36360,51065,43391,22142,18146,30091
30038,29560,37136,25931,36954,51065,42880,22142,19548,30736
29269,26523,40690,25213,37945,50154,42029,22833,21973,30162
27661,23606,44040,23891,39629,49699,41438,24337,24405,29804
26432,21450,45435,23761,40620,49426,40386,27711,25318,30234
25760,19503,45357,22721,39926,49699,39657,30222,25717,30450
27172,17864,45280,22916,40124,49699,39253,31087,25518,29732
28431,16244,43809,23957,39926,48242,39657,30655,25584,29016
28920,15449,41595,25394,39233,48242,39739,30222,26870,28442
28361,14972,39122,24347,39134,48151,40547,30078,28974,27315
28291,14495,39717,22279,38440,47786,40466,29647,30537,27109
29339,11333,41898,20860,37647,47166,40305,29287,31325,25227
31906,13540,45513,22409,36756,46640,39657,28855,31991,23905
35357,13494,48349,22033,36062,46377,39010,28710,32509,21984
37736,13235,48349,23371,35468,44887,38767,30222,34245,20625
36538,13964,47476,24217,35666,43524,38605,31303,36178,19486
32941,14495,46217,25394,34973,43354,37311,31819,37632,18484
30605,17524,44117,28282,33883,44887,35946,35009,37470,17681
29059,21821,41670,34914,32496,45062,34783,38543,37389,16666
28920,41728,39419,39498,32199,43948,33191,39530,37794,16023
29619,46576,39122,42382,31010,43270,32146,39365,37632,15811
29619,47290,41217,42296,31109,43270,32146,39119,37551,15072
29339,47826,40765,41788,31109,42676,31335,40434,38443,14543
29059,45558,40464,39743,30613,41997,30331,40598,38686,15072
74798,44572,29165,64950,30420,41901,45546,41311,41967,39757
77965,44376,28453,64337,29721,41409,47404,45296,41813,37534
76432,44868,27641,62499,28619,40591,47934,48202,43517,37123
75105,44179,26029,62499,27587,40427,49952,51363,44455,37534
71937,42801,25361,59601,27036,40345,53176,54336,45796,36321
69485,41227,24446,56557,26493,39854,54408,56525,44928,35376
66010,40342,25228,55786,26733,39035,55564,56811,43672,33986
58147,40538,29165,54533,27036,38627,54886,56240,42430,32844
57658,41817,30944,52279,27242,38217,52248,53671,43517,31718
52633,42506,30944,50634,27105,37562,50595,51182,45163,30126
40641,44376,29165,52005,26427,35640,49860,48653,45559,29189
41632,44966,29094,53776,26097,34020,48574,48473,46193,28107
39184,45261,29165,55112,26163,32579,46608,49015,47391,28107
36512,48508,29094,53776,25898,30598,44933,48202,49491,28684
36916,52542,31305,51273,25307,28805,46077,47750,51207,28107
34794,54313,33544,46566,25767,27319,46784,46427,51126,27409
34032,53625,34304,46566,25767,27043,45156,45818,50962,29189
33427,52346,35458,41410,25767,27113,42110,43835,50224,29189
32763,51263,37046,40762,25964,25613,38836,45818,47792,29910
32303,50968,38102,38979,25767,24820,36638,50279,46352,27271
31786,50870,39890,37114,24979,23779,34914,49557,46672,26372
32763,49394,38265,34982,27036,22803,32560,47278,46352,24310
35025,48115,34916,34217,31855,22110,33921,45557,44612,23066
36113,47721,39159,33763,38107,21740,33617,44601,41506,22741
36512,50673,39564,34217,39992,21740,27701,44601,39074,21990
35102,54904,34228,34293,39992,21307,28229,44948,37134,20873
34948,56577,37858,33915,41628,20628,26018,44688,35226,20375
36674,55691,28097,32705,39678,20245,25102,43835,33210,21369
43318,54412,28239,31226,37243,19901,25017,42574,31373,22363
46608,54215,30019,30512,33917,19076,25282,41311,29707,24048
17693,51653,34066,20409,32243,33605,31882,30980,32388,26056
17090,52206,31781,19930,30736,35700,30504,28949,33883,25202
16453,52759,29711,19630,28280,36398,29857,27774,35278,25316
15404,54745,30302,18829,26703,35301,28852,26944,36673,25117
14172,49811,30672,17857,25423,31711,29211,26875,36773,24272
14074,49811,28107,17743,24824,30414,28564,26208,36773,23361
14565,44970,26024,17246,23967,31112,27363,25085,36972,22583
13779,44369,24325,17574,23119,33506,26605,23869,41258,21345
13141,43854,22678,19456,22091,34603,26536,22802,43251,20114
12943,44025,21531,21307,21141,37893,26402,22112,42453,19230
12360,40983,20770,21909,20765,37594,25925,21200,39663,18347
11854,37635,19554,21366,20266,33905,25272,21140,35677,17777
13238,35086,18647,18256,20018,31711,24599,22300,32687,17213
17364,33039,17891,16754,19281,28919,24274,21021,29100,16428
17364,31096,16856,16262,18856,29118,24208,19889,27904,15848
14762,29308,16310,15733,17776,27822,25121,18905,26807,15109
13926,27253,15875,15631,16834,26525,26466,18279,25612,14529
14270,25485,15275,14659,17362,25927,28348,17597,24515,13738
13583,23981,14839,13994,18796,27223,31585,17160,23519,13171
12796,22812,14458,13174,19221,25628,29426,16670,22223,12628
11716,21749,13866,12634,18373,23833,27294,15655,22223,12331
11258,20394,13397,12490,16312,22337,25925,15044,22522,11991
12176,20029,12785,13942,15001,21141,24599,15146,21127,11799
14860,19500,12283,16700,14166,20642,23295,14840,19433,11608
14025,20029,11896,17246,13131,19445,21775,13719,18935,11520
11946,19618,11501,22854,12650,18348,19166,13057,18337,11372
10331,19559,11164,23169,12333,17251,20170,12476,17240,11184
10070,19500,11021,21366,12070,16553,22645,11856,16742,11138
9354.7,19089,10462,20768,11654,15656,20786,11620,16244,11608
8815.8,18188,10371,21605,11242,15157,18398,11482,16045,11991
8530.3,17472,10832,20169,10786,14858,17543,10842,15845,12183
9320.8,12088,16227,9091.5,12308,16748,15813,19336,13377,11800
9320.8,11886,15742,9002.2,12308,15885,15310,18978,12879,10900
9156.6,11936,14996,9091.5,11489,14943,14806,18383,12634,10700
8993.4,12695,14632,9091.5,11113,14315,14202,17697,12389,10300
8911.8,14313,14077,9002.2,10647,13895,14000,17240,11904,9879.9
8589.1,17196,13270,8917.8,10284,13895,13497,17125,12291,9459.9
8464.8,17854,12836,8839.2,9970.5,14315,13094,17068,11904,9039.9
8191.3,17803,12513,8629.2,9747.3,13319,12691,16297,14686,8639.9
8036.4,17196,12261,8465.3,9702.7,12434,12389,15762,14319,8239.9
7650.6,16690,11958,8342.6,9302.1,11947,11885,15012,14266,8039.9
7456.8,15780,11807,8302.3,9043.4,11432,11583,14262,14266,8639.9
7267.6,15477,11100,8261.1,8747.2,11053,11281,13888,13377,9879.9
7194.4,14465,10949,8098.1,8536.3,10868,11079,13466,12879,9249.9
6972.7,14263,10848,7811.5,8578.9,10143,10777,12965,12634,8839.9
6972.7,14364,10545,7497.4,8832.5,9877.9,10878,12327,11904,8639.9
6899.5,14769,10394,7147,9043.4,9524.7,10878,11827,11436,8239.9
6752,15477,10394,6913.4,9043.4,9265.6,10878,11207,11057,7999.9
6604.6,15477,9758.3,6614,8916.6,9088.6,10878,10417,10505,7839.9
6514.6,15932,9475.8,6391.1,8747.2,8919.5,10274,10372,10058,7639.9
6248.5,15527,9152.8,6242.9,8536.3,8752.4,10072,10146,9527.9,7439.9
6108.4,14060,8829.9,6057.4,8452.1,8711.4,9870.8,9920.6,9351.7,7039.9
6038,13605,8507,5947.5,8536.3,8711.4,9276.5,9559.5,9527.9,6839.9
5897.9,13251,8224.4,5807.1,8874,8752.4,9044.8,9211.7,9177.6,6639.9
5757.9,12745,7952,5736.4,9836.6,8669.4,8863.5,8907.9,8922.4,6439.9
5618.8,12493,7588.7,5665.8,11113,8502.3,8722.5,8652.2,8839.4,5839.9
5553,11886,7497.9,5736.4,12016,8419.3,8349.9,8481.3,8755.3,5919.9
5553,11532,7356.6,5947.5,11631,8294.3,8027.6,8225.6,8505.1,6199.9
5352.6,11026,7285.9,5877.8,11591,8086.2,7604.5,8016.9,8880.4,6559.9
5253.4,10520,7285.9,5595.1,11537,7522,8349.9,7936.1,9091.6,6759.9
5220,10166,7033.7,5490,10878,7761.1,9770,7530,9011.5,6799.9
6660.9,11459,7749.2,4420.7,5494.8,7884.8,6003.5,7941.6,5510.6,6562.7
6622.7,10973,8281.1,4332.8,5458.8,7664.4,5820.9,7619.3,5474.4,6487.6
6812.7,10475,8857.6,4303.5,5422.7,7546.2,5784.3,7217.1,5438.2,6183.9
6584.5,9980.8,9283.8,4187.1,5386.6,7466.8,5748.8,6982,5402.1,6000.6
6394.4,9538.1,8692.5,4099.2,5351.6,8068.5,5712.3,6790.4,5366.9,5928.4
6204.4,9273.1,8239.6,4011.3,5279.5,7944.4,5639.2,6790.4,5294.6,5928.4
6091.8,9004.1,7709.6,4011.3,5231.4,7466.8,5602.7,6521.9,5246.3,5460.4
6020.4,8728.9,7278.5,4157.8,5231.4,7466.8,5566.2,6330.4,5246.3,5281.1
5948,8486.2,6964.1,4303.5,5386.6,7388.3,5529.6,6200.7,5402.1,5281.1
5839.5,8270,6700.1,4510.3,5386.6,7270.1,5493.1,6067.9,5402.1,5233
5803.3,8116.6,6475.6,4603.4,5422.7,7152,5456.6,5922,5438.2,5140.8
5730.9,7983.6,5955.5,4541.3,5494.8,6916.6,5348,5740.6,5510.6,5072.6
5695.7,7796.8,6101.8,4362.1,5639.1,6766.7,5205.9,5558.2,5655.2,5004.5
5550.9,7580.5,6064.3,4187.1,5746.3,6503.5,5067.9,5413.3,5762.7,4936.3
5442.3,7397.8,5885.3,4011.3,5710.2,6391.3,4827.4,5340.3,5726.6,4936.3
5370.9,7316.6,5671.7,4011.3,5567,6278.1,4585.9,5232.9,5582.9,4936.3
5370.9,7099.3,5530.3,3749.4,5422.7,6128.1,4516.9,5164,5438.2,4664.8
5695.7,6249.4,5387.9,3638.2,5279.5,5946.4,4415.4,5060.7,5294.6,4630.7
5298.5,6190.5,5246.5,3583.1,5231.4,5874.9,4284.5,4991.7,5246.3,4630.7
6166.2,6558.1,5163.5,3555.5,5231.4,5767.6,4252,4854.9,5246.3,4630.7
6280.8,6572.3,5106.1,3471.9,5315.5,5660.4,4219.5,4751.6,5330.7,4630.7
5984.2,6457.6,4971.7,3389.2,5530.9,5554.1,4187.1,4648.2,5546.7,4630.7
5767.1,6316.4,4904.4,3333.2,5567,5411.1,4154.6,4648.2,5582.9,4562.5
5514.7,6219,4838.2,3278,5494.8,5233.4,4121.1,4544.9,5510.6,4528.5
5250.3,6166.2,4703.7,3278,5494.8,5233.4,4023.7,4475.9,5510.6,4528.5
5250.3,6123.5,4636.5,3278,5386.6,5060.6,3958.7,4409.1,5402.1,4426.3
4952.7,6076.8,4636.5,3389.2,5231.4,4891.8,3892.8,4311.8,5246.3,4328.1
5262.3,5995.6,4602.8,3305.6,4934.8,4891.8,3827.8,4311.8,4949,4198.8
5587.1,5887,4569.2,3232.3,4765.5,4791.5,3763.9,4311.8,4779.2,4134.7
5478.5,5788.5,4535.6,3169.4,4663.3,4723.9,3827.8,4181.1,4676.7,4069.5
5298.5,5655.5,4502,3305.6,4561.2,4555.1,3669.5,4181.1,4574.2,3973.3
5937,5610.8,5247.7,3184.9,3965.9,3502.6,3837.7,3977.5,3955,3475.1
5360.9,5538.1,5247.7,3156.5,3998.5,3442.4,3837.7,3977.5,3860.7,3415.4
5114.1,5429.1,5247.7,3097.7,3965.9,3411.9,3773.7,3753.6,3734.1,3385.1
4977.6,5321,5211.8,3038.8,3965.9,3411.9,3679.6,3660.1,3702.7,3385.1
4842.1,5272.6,5142.1,3010.4,3834.8,3411.9,3617.6,3660.1,3702.7,3385.1
4773.9,5179.7,5006.7,2980.9,3834.8,3350.8,3617.6,3629.3,3640.8,3324.5
4637.4,5111,4905.1,2923.1,3813.4,3320.2,3617.6,3629.3,3580,3294.2
4500.9,5008,4770.7,2893.6,3813.4,3261.1,3617.6,3629.3,3549.6,3235.5
4432.7,4871.7,4635.3,2865.2,3813.4,3261.1,3586.6,3629.3,3519.1,3235.5
4334.3,4768.7,4499.9,2808.3,3813.4,3200,3679.6,3567.6,3519.1,3174.9
4270.1,4665.8,4300.7,2751.4,3739.2,3141.9,3617.6,3536.7,3519.1,3117.2
4204.8,4631.4,4300.7,2723,3676.2,3112.3,3525.6,3476,3488.7,3087.9
4140.6,4700.1,4237,2694.5,3551.1,3112.3,3679.6,3414.3,3488.7,3087.9
4075.4,4734.4,4172.3,2666.1,3456.6,3082.7,3617.6,3414.3,3519.1,3058.5
4011.2,4768.7,4108.5,2638.6,3425.1,3024.6,3463.5,3352.6,3519.1,3000.8
3914.8,4768.7,4043.8,2581.7,3301,2995,3370.5,3292.9,3549.6,2971.5
3849.6,4700.1,3948.2,2554.2,3210.6,2965.4,3310.5,3231.2,3549.6,2942.2
3817.5,4631.4,3916.4,2554.2,3180.1,2965.4,3310.5,3172.5,3549.6,2942.2
3817.5,4528.4,3884.5,2527.8,3089.6,2907.3,3310.5,3054.1,3549.6,2884.5
3764.3,4444.6,3819.8,2498.3,3059.1,2878.7,3310.5,3054.1,3519.1,2856.1
3691,4360.8,3756,2471.8,3059.1,2850.1,3248.4,3054.1,3459.2,2827.8
3628.8,4296.2,3693.3,2389.4,3029.6,2821.6,3189.4,3024.2,3368,2799.4
3628.8,4230.6,3631.6,2444.4,2999.1,2764.4,3189.4,2994.4,3337.5,2742.7
3628.8,4198.3,3600.7,2416.9,2940.1,2735.8,3159.4,2994.4,3307.1,2714.3
3597.7,4166,3569.8,2389.4,2910.7,2707.2,3248.4,2994.4,3277.6,2686
3536.5,4230.6,3509.1,2334.5,2881.2,2678.7,3070.4,2935.6,3248.2,2657.6
3505.4,4230.6,3447.3,2307.1,2822.2,2651.1,3070.4,2877.9,3217.8,2630.3
3443.2,4230.6,3447.3,2279.6,2792.7,2623.5,3070.4,2820.2,3187.3,2602.9
3380.9,4166,3385.6,2279.6,2763.2,2623.5,3070.4,2762.5,3187.3,2602.9
3320.7,4100.3,3354.7,2225.6,2763.2,2566.3,3010.3,2704.8,3070.5,2546.2
3229.4,4035.7,3324.9,2225.6,2734.8,2539.7,2951.3,2704.8,3041.1,2519.8
3522.3,3587.7,2839.5,2470.1,2685.2,2327.2,3135.1,3076.2,3216.6,2520.4
3367.3,3587.7,2752.3,2433.5,2627.3,2270.9,3105.8,3076.2,3216.6,2493.6
3245.4,3526.2,2752.3,2396.8,2572.4,2241.1,3105.8,3076.2,3156,2465.9
3216.4,3465.7,2723.2,2372,2515.5,2212.3,3075.4,3016,3125.8,2438.2
3186.4,3434.9,2695.2,2351.2,2515.5,2212.3,3045,2927.8,3096.5,2410.5
3186.4,3404.2,2667.1,2329.4,2487.5,2212.3,3045,2840.6,3066.2,2355.1
3156.4,3404.2,2609,2306.6,2487.5,2183.6,3015.7,2782.5,3006.7,2327.4
3096.5,3342.6,2667.1,2285.8,2403.7,2183.6,3015.7,2724.4,2976.4,2299.7
3007.5,3283.1,2752.3,2270,2403.7,2212.3,2867.9,2724.4,2917.9,2274.9
2919.6,3283.1,2723.2,2262.1,2347.8,2212.3,2867.9,2724.4,2917.9,2218.5
2919.6,3221.6,2695.2,2254.1,2319.8,2183.6,2809.2,2724.4,2917.9,2191.8
2890.6,3192.8,2695.2,2240.3,2264.9,2154.9,2779.9,2696.3,2888.7,2164.1
2919.6,3252.4,2752.3,2223.4,2264.9,2127.2,2750.6,2638.2,2859.4,2137.4
3126.5,3221.6,2752.3,2202.6,2238,2098.5,2693.9,2583,2830.1,2137.4
3126.5,3133.3,2723.2,2178.8,2264.9,2042.1,2693.9,2553,2800.9,2111.7
3186.4,3103.5,2723.2,2152.1,2211,2014.4,2693.9,2525.9,2771.6,2084
3276.4,3073.8,2723.2,2120.4,2183.1,2014.4,2693.9,2497.8,2742.4,2057.2
3337.3,3073.8,2723.2,2093.6,2156.1,1985.7,2663.5,2497.8,2714.1,2057.2
3367.3,3073.8,2810.4,2078.8,2156.1,1985.7,2663.5,2469.8,2655.6,1925.6
3307.4,3045,2868.5,2072.8,2130.2,1985.7,2663.5,2469.8,2600.1,1925.6
3216.4,3015.2,3044.8,2070.8,2156.1,1958,2635.2,2469.8,2542.6,1873.2
3156.4,3045,3104,2070.8,2156.1,1930.3,2607.9,2469.8,2514.3,1820.8
3007.5,3015.2,3164.1,2070.8,2264.9,1902.7,2550.2,2525.9,2486.1,2299.7
2890.6,2985.5,3104,2069.8,2347.8,1875,2550.2,2553,2429.6,2030.5
2803.6,2985.5,3104,2066.9,2403.7,1875,2521.8,2583,2401.3,1925.6
2803.6,3015.2,2926.6,2058.9,2375.7,1875,2521.8,2497.8,2373.1,1898.9
2774.6,3073.8,2810.4,2048,2375.7,1849.5,2493.5,2469.8,2319.6,1898.9
3216.4,3221.6,2752.3,2038.1,2319.8,1849.5,2465.2,2441.7,2289.3,2274.9
2698.9,3094.4,2132.3,2177.3,2258.9,2207.4,2468.5,2553.9,2644.2,1842.5
2698.9,3094.4,2102.7,2157.4,2258.9,2098.7,2440.4,2583.9,2699.9,1816.8
2698.9,3064,2082.9,2147.4,2232,2071.8,2412.4,2526.8,2757.5,1816.8
2698.9,3064,2063.2,2127.6,2205.2,2044.9,2412.4,2498.7,2672.1,1816.8
2643.3,3003.2,2043.4,2107.7,2150.4,2018,2384.3,2414.5,2586.6,1791.2
2613.5,3003.2,2033.6,2077.8,2150.4,1859.6,2356.3,2386.4,2530,1791.2
2613.5,2972.8,2013.8,2067.9,2096.6,1833.7,2328.2,2275.1,2419.8,1791.2
2585.7,2911.9,1981.2,2058,2096.6,1807.7,2303.2,2192.9,2283.7,1791.2
2474.5,2851.1,1959.5,2038.1,2096.6,1781.8,2273.1,2139.7,2145.6,1765.5
2418.9,2821.7,1940.8,2008.3,2042.9,1732,2246.1,2084.6,2308.5,1716.1
2391.1,2792.3,1917.1,1988.4,2016,1681.2,2246.1,2057.5,1958.8,1593.7
2363.3,2760.9,1899.3,1978.4,1990.1,1681.2,2219,2030.4,1880.4,1496.9
2335.5,2821.7,1730.5,1968.5,1937.4,1681.2,2219,1977.3,1933,1423.8
2363.3,2851.1,1698.9,1958.5,1910.5,1681.2,2163.9,1924.2,1933,1375.5
